transaction_id,date,customer_id,category,product,quantity,price,amount
841,2025-10-31,174,Одежда,Футболка,6,8486.87,50921.22
842,2025-10-13,118,Спорт,Коврик,9,196.66,-1769.94
843,2025-10-20,125,Электроника,Планшет,6,7671.33,46027.98
844,2025-10-27,143,Одежда,Куртка,4,7311.38,29245.52
845,2025-10-28,138,Продукты,Яйца,7,7316.34,51214.38
846,2025-10-25,150,Электроника,Планшет,9,1433.98,12905.82
847,2025-11-06,172,Спорт,Мяч,5,5210.74,26053.7
848,2025-10-26,195,Спорт,Гантели,9,2942.56,26483.04
849,2025-11-03,110,Электроника,Планшет,8,6595.97,52767.76
850,2025-11-04,191,Спорт,Скакалка,2,6800.4,13600.8
851,2025-10-30,148,Электроника,Планшет,10,4546.56,45465.6
852,2025-10-26,150,Одежда,Куртка,7,1657.52,11602.64
853,2025-10-29,162,Электроника,Ноутбук,4,4581.39,18325.56
854,2025-11-02,157,Книги,Комикс,5,7398.39,36991.95
855,2025-11-02,128,Книги,Роман,10,9560.01,95600.1
856,2025-10-18,181,Электроника,Наушники,1,581.65,581.65
857,2025-10-12,159,Электроника,Планшет,1,4406.44,4406.44
858,2025-10-26,112,Электроника,Наушники,1,4790.71,4790.71
859,2025-10-31,144,Электроника,Планшет,5,2995.72,14978.6
860,2025-10-21,125,Продукты,Хлеб,4,2308.46,9233.84
861,2025-11-02,153,Книги,Энциклопедия,10,4548.45,45484.5
862,2025-10-15,190,Книги,Комикс,3,6436.92,19310.76
863,2025-10-18,120,Электроника,Телефон,4,6208.99,24835.96
864,2025-10-23,149,Спорт,Коврик,10,3629.86,36298.6
865,2025-10-30,159,Книги,Энциклопедия,9,6260.08,56340.72
866,2025-10-21,140,Электроника,Наушники,6,454.59,2727.54
867,2025-10-15,150,Продукты,Молоко,4,7436.88,29747.52
868,2025-10-27,170,Одежда,Футболка,10,607.76,6077.6
869,2025-10-15,187,Одежда,Джинсы,7,350.6,2454.2
870,2025-11-08,152,Одежда,Джинсы,1,5730.95,5730.95
871,2025-10-12,123,Книги,Комикс,9,458.51,4126.59
872,2025-10-25,191,Продукты,Хлеб,10,9472.06,94720.6
873,2025-11-06,186,Одежда,Футболка,5,201.78,1008.9
874,2025-11-09,121,Электроника,Планшет,1,9861.12,9861.12
875,2025-10-14,146,Спорт,Мяч,4,3849.97,15399.88
876,2025-11-04,170,Одежда,Кроссовки,10,1445.95,14459.5
877,2025-11-07,131,Одежда,Кроссовки,3,375.01,-1125.03
878,2025-10-12,142,Электроника,Планшет,8,9297.39,74379.12
879,2025-10-21,148,Электроника,Ноутбук,9,8153.58,-73382.22
880,2025-10-11,132,Спорт,Мяч,2,6373.28,12746.56
881,2025-11-09,115,Спорт,Коврик,4,3190.25,12761.0
882,2025-10-26,178,Одежда,Кроссовки,8,6287.94,50303.52
883,2025-11-07,116,Спорт,Гантели,7,2588.23,18117.61
884,2025-10-16,139,Спорт,Мяч,5,1724.88,8624.4
885,2025-11-09,144,Одежда,Куртка,6,6150.62,36903.72
886,2025-10-11,125,Одежда,Куртка,1,2827.61,2827.61
887,2025-10-27,138,Электроника,Телефон,6,8303.09,49818.54
888,2025-10-29,142,Книги,Роман,3,2028.37,6085.11
889,2025-11-04,196,Книги,Роман,9,3428.21,30853.89
890,2025-10-29,175,Книги,Роман,2,4096.92,8193.84
891,2025-11-06,119,Книги,Комикс,4,5484.94,21939.76
892,2025-10-13,165,Одежда,Футболка,7,184.14,1288.98
893,2025-10-19,103,Продукты,Фрукты,9,349.83,3148.47
894,2025-10-16,158,Книги,Комикс,7,5593.72,39156.04
895,2025-10-22,181,Продукты,Яйца,3,9960.75,29882.25
896,2025-11-10,172,Электроника,Наушники,7,1041.0,7287.0
897,2025-10-12,115,Одежда,Куртка,7,7231.56,-50620.92
898,2025-10-16,156,Спорт,Коврик,6,2392.79,14356.74
899,2025-11-09,117,Книги,Учебник,5,3416.7,17083.5
900,2025-10-12,173,Продукты,Хлеб,6,3243.9,19463.4
901,2025-10-31,149,Спорт,Мяч,7,2551.01,17857.07
902,2025-11-06,109,Книги,Учебник,5,1705.97,8529.85
903,2025-11-08,171,Книги,Учебник,10,6430.62,64306.2
904,2025-10-20,147,Книги,Комикс,2,7112.61,14225.22
905,2025-10-28,173,Одежда,Футболка,9,6793.0,61137.0
906,2025-10-14,113,Продукты,Молоко,9,4151.9,37367.1
907,2025-10-23,124,Электроника,Ноутбук,8,4411.29,35290.32
908,2025-11-07,105,Электроника,Ноутбук,8,6338.83,50710.64
909,2025-11-05,131,Спорт,Скакалка,9,8412.84,75715.56
910,2025-11-08,123,Электроника,Планшет,2,5926.54,11853.08
911,2025-10-15,145,Продукты,Молоко,3,1255.02,3765.06
912,2025-10-18,173,Электроника,Наушники,7,6931.51,48520.57
913,2025-10-31,199,Одежда,Куртка,8,1581.62,12652.96
914,2025-10-15,178,Продукты,Молоко,4,9747.96,38991.84
915,2025-11-05,150,Книги,Учебник,2,5325.66,10651.32
916,2025-10-23,140,Книги,Роман,1,5113.24,5113.24
917,2025-10-12,100,Одежда,Кроссовки,3,235.19,705.57
918,2025-10-16,131,Продукты,Хлеб,10,2487.15,24871.5
919,2025-10-25,150,Электроника,Наушники,1,2529.02,2529.02
920,2025-10-22,136,Электроника,Ноутбук,7,4123.7,28865.9
921,2025-10-31,137,Одежда,Куртка,2,9475.79,18951.58
922,2025-10-13,175,Продукты,Яйца,10,8845.18,88451.8
923,2025-10-23,171,Одежда,Кроссовки,4,2913.11,11652.44
924,2025-10-18,144,Продукты,Молоко,6,5360.54,32163.24
925,2025-11-04,178,Продукты,Хлеб,1,3312.57,3312.57
926,2025-10-25,190,Продукты,Хлеб,10,3057.48,30574.8
927,2025-11-03,139,Спорт,Скакалка,10,1926.71,19267.1
928,2025-10-14,111,Продукты,Фрукты,3,8556.72,25670.16
929,2025-11-09,103,Одежда,Куртка,4,4189.54,16758.16
930,2025-10-14,146,Продукты,Яйца,3,9025.89,27077.67
931,2025-11-08,110,Продукты,Фрукты,10,6915.41,69154.1
932,2025-10-17,118,Одежда,Куртка,10,6026.75,60267.5
933,2025-11-01,161,Продукты,Яйца,9,1746.17,15715.53
934,2025-10-17,155,Одежда,Джинсы,9,8487.18,76384.62
935,2025-10-25,103,Книги,Комикс,4,7857.6,31430.4
936,2025-10-26,140,Спорт,Мяч,7,6088.99,42622.93
937,2025-10-19,103,Одежда,Джинсы,10,5963.32,59633.2
938,2025-10-18,109,Электроника,Наушники,7,5587.96,39115.72
939,2025-11-09,140,Продукты,Фрукты,7,7282.37,50976.59
940,2025-11-07,173,Электроника,Планшет,4,9027.5,36110.0
941,2025-10-25,163,Одежда,Куртка,6,2039.96,12239.76
942,2025-10-30,141,Одежда,Футболка,5,8294.14,41470.7
943,2025-11-04,183,Продукты,Яйца,3,183.83,551.49
944,2025-10-23,198,Продукты,Молоко,1,2532.92,-2532.92
945,2025-10-20,118,Книги,Энциклопедия,6,1013.07,6078.42
946,2025-11-07,123,Электроника,Наушники,9,6037.98,54341.82
947,2025-10-29,169,Электроника,Наушники,9,1807.83,16270.47
948,2025-11-06,145,Электроника,Телефон,5,4506.7,22533.5
949,2025-10-20,105,Продукты,Фрукты,10,1176.9,11769.0
950,2025-10-11,120,Одежда,Куртка,4,3910.7,15642.8
951,2025-11-03,148,Продукты,Хлеб,1,512.67,512.67
952,2025-11-06,182,Продукты,Фрукты,4,7598.07,30392.28
953,2025-10-21,129,Спорт,Скакалка,6,9448.82,56692.92
954,2025-11-04,193,Электроника,Планшет,9,8205.26,73847.34
955,2025-10-21,124,Спорт,Мяч,5,9775.74,48878.7
956,2025-10-24,143,Книги,Учебник,9,222.52,-2002.68
957,2025-10-22,162,Продукты,Яйца,3,2761.74,8285.22
958,2025-11-07,116,Одежда,Куртка,7,6820.32,47742.24
959,2025-11-04,112,Электроника,Планшет,3,4245.85,12737.55
960,2025-10-13,105,Одежда,Джинсы,9,5931.31,53381.79
961,2025-10-13,126,Продукты,Яйца,4,1491.45,-5965.8
962,2025-10-25,148,Продукты,Фрукты,1,2556.97,2556.97
963,2025-10-11,104,Спорт,Коврик,10,6755.28,67552.8
964,2025-10-11,109,Книги,Энциклопедия,6,108.5,651.0
965,2025-10-16,122,Продукты,Хлеб,1,5746.15,5746.15
966,2025-10-31,187,Спорт,Скакалка,5,388.74,1943.7
967,2025-10-26,134,Электроника,Наушники,2,8979.89,17959.78
968,2025-10-25,135,Книги,Комикс,2,3860.26,7720.52
969,2025-11-07,122,Электроника,Телефон,7,7667.06,53669.42
970,2025-11-08,109,Продукты,Хлеб,3,2107.13,6321.39
971,2025-10-23,127,Спорт,Скакалка,9,7755.44,69798.96
972,2025-10-14,115,Продукты,Хлеб,1,5234.28,5234.28
973,2025-10-18,102,Спорт,Скакалка,8,1629.99,13039.92
974,2025-11-03,147,Электроника,Телефон,1,8778.13,8778.13
975,2025-10-23,167,Книги,Энциклопедия,3,2477.22,7431.66
976,2025-10-23,155,Книги,Энциклопедия,10,267.48,2674.8
977,2025-11-09,156,Электроника,Планшет,1,3145.46,3145.46
978,2025-10-19,126,Книги,Комикс,1,4167.76,4167.76
979,2025-10-15,145,Книги,Роман,6,2974.44,17846.64
980,2025-10-22,104,Спорт,Гантели,1,9165.64,9165.64
981,2025-10-22,166,Книги,Учебник,5,5047.21,25236.05
982,2025-10-13,152,Электроника,Планшет,3,7735.65,23206.95
983,2025-10-21,159,Одежда,Кроссовки,5,4859.67,24298.35
984,2025-10-29,170,Спорт,Гантели,1,5080.71,5080.71
985,2025-11-06,118,Электроника,Наушники,1,1326.8,1326.8
986,2025-10-18,107,Продукты,Хлеб,2,5126.21,10252.42
987,2025-10-27,148,Электроника,Телефон,10,8427.36,84273.6
988,2025-10-16,160,Одежда,Кроссовки,9,6077.84,54700.56
989,2025-10-27,145,Продукты,Яйца,2,8052.84,16105.68
990,2025-11-09,108,Электроника,Планшет,3,1374.56,4123.68
991,2025-10-30,196,Электроника,Ноутбук,8,6605.3,-52842.4
992,2025-11-01,170,Книги,Комикс,10,4111.38,41113.8
993,2025-10-20,170,Электроника,Планшет,10,8972.14,89721.4
994,2025-10-22,102,Одежда,Джинсы,1,8709.93,8709.93
995,2025-10-16,141,Книги,Комикс,1,9236.87,9236.87
996,2025-11-04,198,Одежда,Футболка,8,1187.56,-9500.48
997,2025-11-06,141,Электроника,Планшет,7,7564.12,52948.84
998,2025-10-17,194,Одежда,Футболка,10,2432.56,24325.6
999,2025-10-18,180,Книги,Роман,7,3225.05,-22575.35
1000,2025-10-25,104,Продукты,Яйца,2,3447.35,6894.7
